Voltage[V]	Current[mA]
53.958000	-3.210717E-10
53.964000	-2.684185E-10
53.970000	-3.073451E-10
53.976000	-2.940280E-10
53.982000	-2.688282E-10
53.988000	-2.905451E-10
53.994000	-3.016085E-10
54.000000	-3.532373E-10
54.006000	-1.532780E-10
54.012000	-3.052962E-10
54.018000	-3.122620E-10
54.024000	-3.815102E-10
54.030000	-3.321350E-10
54.036000	-3.220961E-10
54.042000	-3.163595E-10
54.048000	-2.426041E-10
54.054000	-2.790720E-10
54.060000	-3.177936E-10
54.066000	-3.745443E-10
54.072000	-2.897256E-10
54.078000	-3.417642E-10
54.084000	-3.278327E-10
54.090000	-2.313358E-10
54.096000	-3.399204E-10
54.102000	-3.319302E-10
54.108000	-3.483204E-10
54.114000	-2.630918E-10
54.120000	-2.839891E-10
54.126000	-2.973061E-10
54.132000	-3.063206E-10
54.138000	-3.450423E-10
54.144000	-2.358431E-10
54.150000	-1.487707E-10
54.156000	-3.063206E-10
54.162000	-2.389162E-10
54.168000	-2.600186E-10
54.174000	-2.727209E-10
54.180000	-2.727209E-10
54.186000	-4.108076E-10
54.192000	-2.510040E-10
54.198000	-3.009938E-10
54.204000	-3.182034E-10
54.210000	-2.581746E-10
54.216000	-3.177938E-10
54.222000	-2.952573E-10
54.228000	-2.833745E-10
54.234000	-2.628868E-10
54.240000	-2.694429E-10
54.246000	-2.917744E-10
54.252000	-3.116474E-10
54.258000	-2.784574E-10
54.264000	-2.757940E-10
54.270000	-2.700575E-10
54.276000	-2.938232E-10
54.282000	-2.954622E-10
54.288000	-3.163595E-10
54.294000	-3.175887E-10
54.300000	-3.167693E-10
54.306000	-2.475211E-10
54.312000	-2.694429E-10
54.318000	-2.975109E-10
54.324000	-4.030222E-10
54.330000	-2.973060E-10
54.336000	-3.014037E-10
54.342000	-3.130815E-10
54.348000	-2.835794E-10
54.354000	-1.948679E-10
54.360000	-3.063206E-10
54.366000	-2.694428E-10
54.372000	-3.782322E-10
54.378000	-2.973060E-10
54.384000	-2.823501E-10
54.390000	-2.530528E-10
54.396000	-2.522333E-10
54.402000	-2.610430E-10
54.408000	-3.229156E-10
54.414000	-3.300862E-10
54.420000	-2.696477E-10
54.426000	-3.184082E-10
54.432000	-3.020183E-10
54.438000	-2.147408E-10
54.444000	-2.956671E-10
54.450000	-2.618625E-10
54.456000	-2.962818E-10
54.462000	-3.243498E-10
54.468000	-3.098035E-10
54.474000	-2.882915E-10
54.480000	-2.887011E-10
54.486000	-4.017931E-10
54.492000	-3.110328E-10
54.498000	-3.048865E-10
54.504000	-2.987402E-10
54.510000	-3.475008E-10
54.516000	-2.192481E-10
54.522000	-3.659397E-10
54.528000	-2.401456E-10
54.534000	-2.253945E-10
54.540000	-3.161547E-10
54.546000	-2.571503E-10
54.552000	-2.921841E-10
54.558000	-3.399204E-10
54.564000	-2.872671E-10
54.570000	-3.184083E-10
54.576000	-2.514138E-10
54.582000	-3.011987E-10
54.588000	-3.395106E-10
54.594000	-3.548763E-10
54.600000	-3.200474E-10
54.606000	-2.831696E-10
54.612000	-2.553064E-10
54.618000	-3.257840E-10
54.624000	-1.766339E-10
54.630000	-2.657551E-10
54.636000	-2.954621E-10
54.642000	-3.337739E-10
54.648000	-2.745649E-10
54.654000	-3.294716E-10
54.660000	-3.034523E-10
54.666000	-3.507788E-10
54.672000	-2.323602E-10
54.678000	-3.268083E-10
54.684000	-2.878817E-10
54.690000	-2.323603E-10
54.696000	-3.177938E-10
54.702000	-2.884963E-10
54.708000	-2.936183E-10
54.714000	-3.352082E-10
54.720000	-4.011785E-10
54.726000	-3.159498E-10
54.732000	-3.071402E-10
54.738000	-3.292668E-10
54.744000	-3.247595E-10
54.750000	-3.173839E-10
54.756000	-3.675788E-10
54.762000	-2.755892E-10
54.768000	-2.938232E-10
54.774000	-3.040669E-10
54.780000	-3.714714E-10
54.786000	-2.919793E-10
54.792000	-3.040669E-10
54.798000	-3.100084E-10
54.804000	-3.593837E-10
54.810000	-2.598137E-10
54.816000	-2.678040E-10
54.822000	-2.790721E-10
54.828000	-3.136962E-10
54.834000	-2.632966E-10
54.840000	-3.024280E-10
54.846000	-3.888858E-10
54.852000	-2.938232E-10
54.858000	-3.149254E-10
54.864000	-3.304962E-10
54.870000	-3.182034E-10
54.876000	-2.856282E-10
54.882000	-3.173840E-10
54.888000	-2.891110E-10
54.894000	-3.081646E-10
54.900000	-3.341838E-10
54.906000	-3.290619E-10
54.912000	-3.210716E-10
54.918000	-3.100083E-10
54.924000	-3.100083E-10
54.930000	-2.503893E-10
54.936000	-3.059109E-10
54.942000	-3.003793E-10
54.948000	-2.993548E-10
54.954000	-2.995597E-10
54.960000	-3.091889E-10
54.966000	-3.743396E-10
54.972000	-2.901353E-10
54.978000	-2.505943E-10
54.984000	-3.421739E-10
54.990000	-3.071402E-10
54.996000	-3.001744E-10
55.002000	-2.803013E-10
