Voltage[V]	Current[mA]
50.874000	-2.950524E-10
50.880000	-2.290822E-10
50.886000	-3.294716E-10
50.892000	-3.223007E-10
50.898000	-2.645258E-10
50.904000	-2.825549E-10
50.910000	-3.048864E-10
50.916000	-2.321554E-10
50.922000	-2.577650E-10
50.928000	-3.421740E-10
50.934000	-2.831695E-10
50.940000	-2.954621E-10
50.946000	-2.405553E-10
50.952000	-3.163592E-10
50.958000	-3.233253E-10
50.964000	-2.471112E-10
50.970000	-3.028375E-10
50.976000	-3.304960E-10
50.982000	-2.991500E-10
50.988000	-2.171994E-10
50.994000	-2.790721E-10
51.000000	-2.585845E-10
51.006000	-2.721062E-10
51.012000	-2.456771E-10
51.018000	-2.860378E-10
51.024000	-3.288569E-10
51.030000	-2.602235E-10
51.036000	-2.456771E-10
51.042000	-2.723111E-10
51.048000	-2.768183E-10
51.054000	-2.448577E-10
51.060000	-2.923889E-10
51.066000	-2.604283E-10
51.072000	-3.020184E-10
51.078000	-3.026329E-10
51.084000	-3.356180E-10
51.090000	-3.350033E-10
51.096000	-2.891110E-10
51.102000	-2.462919E-10
51.108000	-3.118525E-10
51.114000	-2.309261E-10
51.120000	-2.686234E-10
51.126000	-2.745650E-10
51.132000	-2.905451E-10
51.138000	-2.587894E-10
51.144000	-3.136959E-10
51.150000	-3.095985E-10
51.156000	-2.973061E-10
51.162000	-2.868575E-10
51.168000	-2.770232E-10
51.174000	-2.932085E-10
51.180000	-2.809159E-10
51.186000	-3.198423E-10
51.192000	-2.073653E-10
51.198000	-3.016084E-10
51.204000	-2.630918E-10
51.210000	-2.887011E-10
51.216000	-2.792771E-10
51.222000	-2.721066E-10
51.228000	-2.510041E-10
51.234000	-2.694430E-10
51.240000	-2.702624E-10
51.246000	-2.675991E-10
51.252000	-2.921841E-10
51.258000	-2.602235E-10
51.264000	-2.917743E-10
51.270000	-2.649356E-10
51.276000	-3.098034E-10
51.282000	-2.971013E-10
51.288000	-2.817356E-10
51.294000	-2.858331E-10
51.300000	-2.905452E-10
51.306000	-3.036573E-10
51.312000	-2.966915E-10
51.318000	-2.968964E-10
51.324000	-2.616576E-10
51.330000	-2.372773E-10
51.336000	-2.803014E-10
51.342000	-3.116474E-10
51.348000	-2.721063E-10
51.354000	-2.680087E-10
51.360000	-3.544665E-10
51.366000	-3.278326E-10
51.372000	-3.091888E-10
51.378000	-2.768184E-10
51.384000	-2.958720E-10
51.390000	-2.958719E-10
51.396000	-3.083694E-10
51.402000	-2.889060E-10
51.408000	-2.927987E-10
51.414000	-3.057058E-10
51.420000	-2.876769E-10
51.426000	-2.643210E-10
51.432000	-3.206620E-10
51.438000	-3.214814E-10
51.444000	-2.784574E-10
51.450000	-2.796867E-10
51.456000	-2.741551E-10
51.462000	-2.800966E-10
51.468000	-2.887013E-10
51.474000	-2.719014E-10
51.480000	-2.376871E-10
51.486000	-2.708771E-10
51.492000	-2.395311E-10
51.498000	-2.616575E-10
51.504000	-2.743599E-10
51.510000	-2.909549E-10
51.516000	-2.864476E-10
51.522000	-2.862427E-10
51.528000	-3.436081E-10
51.534000	-2.362530E-10
51.540000	-3.046815E-10
51.546000	-3.052962E-10
51.552000	-2.680088E-10
51.558000	-2.870622E-10
51.564000	-2.919793E-10
51.570000	-2.874719E-10
51.576000	-2.913647E-10
51.582000	-2.854233E-10
51.588000	-2.766134E-10
51.594000	-2.649356E-10
51.600000	-3.042717E-10
51.606000	-2.678040E-10
51.612000	-3.081645E-10
51.618000	-2.618624E-10
51.624000	-2.887013E-10
51.630000	-2.716966E-10
51.636000	-3.063207E-10
51.642000	-2.354334E-10
51.648000	-2.790720E-10
51.654000	-2.618626E-10
51.660000	-3.112376E-10
51.666000	-3.024280E-10
51.672000	-2.897257E-10
51.678000	-2.780478E-10
51.684000	-2.692380E-10
51.690000	-2.614527E-10
51.696000	-2.360480E-10
51.702000	-2.327700E-10
51.708000	-2.727209E-10
51.714000	-3.022231E-10
51.720000	-2.495698E-10
51.726000	-2.667795E-10
51.732000	-2.657551E-10
51.738000	-2.532576E-10
51.744000	-3.266034E-10
51.750000	-3.165644E-10
51.756000	-2.915695E-10
51.762000	-2.544870E-10
51.768000	-2.540772E-10
51.774000	-2.553064E-10
51.780000	-2.333846E-10
51.786000	-2.612479E-10
51.792000	-2.762037E-10
51.798000	-2.757941E-10
51.804000	-2.489552E-10
51.810000	-2.891112E-10
51.816000	-2.837842E-10
51.822000	-2.989451E-10
51.828000	-2.866525E-10
51.834000	-2.968963E-10
51.840000	-2.891109E-10
51.846000	-2.604283E-10
51.852000	-3.052962E-10
51.858000	-2.227310E-10
51.864000	-3.085743E-10
51.870000	-2.569454E-10
51.876000	-3.266033E-10
51.882000	-2.688282E-10
51.888000	-2.868573E-10
51.894000	-2.923891E-10
51.900000	-3.309058E-10
51.906000	-2.780477E-10
51.912000	-2.954622E-10
51.918000	-2.569454E-10
51.924000	-2.624771E-10
51.930000	-2.792768E-10
51.936000	-2.766136E-10
51.942000	-2.792769E-10
51.948000	-2.817355E-10
51.954000	-2.669844E-10
51.960000	-2.827599E-10
51.966000	-3.071401E-10
51.972000	-2.350237E-10
51.978000	-2.790721E-10
51.984000	-2.864477E-10
51.990000	-3.132866E-10
51.996000	-3.028378E-10
52.002000	-2.702625E-10
52.008000	-2.651405E-10
52.014000	-2.790722E-10
52.020000	-2.981256E-10
52.026000	-3.266035E-10
52.032000	-2.723112E-10
52.038000	-2.612478E-10
52.044000	-2.942330E-10
52.050000	-2.872672E-10
52.056000	-2.749745E-10
52.062000	-2.803013E-10
52.068000	-2.708771E-10
52.074000	-2.921841E-10
52.080000	-3.071402E-10
52.086000	-3.177938E-10
52.092000	-2.948476E-10
52.098000	-2.813257E-10
52.104000	-2.583795E-10
52.110000	-2.426042E-10
52.116000	-2.956671E-10
52.122000	-2.850134E-10
52.128000	-2.684185E-10
52.134000	-2.837843E-10
52.140000	-2.876770E-10
52.146000	-2.594039E-10
52.152000	-2.862428E-10
52.158000	-2.852185E-10
52.164000	-2.770233E-10
52.170000	-2.647307E-10
52.176000	-3.341840E-10
52.182000	-3.128768E-10
52.188000	-2.661650E-10
52.194000	-2.714918E-10
52.200000	-2.600186E-10
52.206000	-2.516186E-10
52.212000	-2.997646E-10
52.218000	-2.897257E-10
52.224000	-3.298814E-10
52.230000	-2.735404E-10
52.236000	-2.409652E-10
52.242000	-3.009938E-10
52.248000	-3.036572E-10
52.254000	-3.153352E-10
52.260000	-2.692381E-10
52.266000	-2.823502E-10
52.272000	-2.729258E-10
52.278000	-2.852185E-10
52.284000	-2.952575E-10
52.290000	-2.829649E-10
52.296000	-3.179986E-10
52.302000	-3.544667E-10
52.308000	-2.739502E-10
52.314000	-2.792770E-10
52.320000	-2.753843E-10
52.326000	-2.622723E-10
52.332000	-2.991498E-10
52.338000	-2.946427E-10
52.344000	-2.975109E-10
52.350000	-2.630917E-10
52.356000	-2.016288E-10
52.362000	-2.706722E-10
52.368000	-3.509838E-10
52.374000	-3.225059E-10
52.380000	-2.473163E-10
52.386000	-2.553064E-10
52.392000	-2.493651E-10
52.398000	-2.876769E-10
52.404000	-2.395310E-10
52.410000	-2.780477E-10
52.416000	-2.430138E-10
52.422000	-2.764087E-10
52.428000	-2.542820E-10
52.434000	-2.880866E-10
52.440000	-2.719014E-10
52.446000	-3.323399E-10
52.452000	-2.811209E-10
52.458000	-3.202523E-10
52.464000	-3.253741E-10
52.470000	-3.300864E-10
52.476000	-2.706722E-10
52.482000	-2.282627E-10
52.488000	-2.921842E-10
52.494000	-2.700575E-10
52.500000	-2.555113E-10
52.506000	-3.196376E-10
52.512000	-2.194531E-10
52.518000	-3.403302E-10
52.524000	-2.891110E-10
52.530000	-2.901354E-10
52.536000	-2.647308E-10
52.542000	-3.434033E-10
52.548000	-2.708771E-10
52.554000	-2.546918E-10
52.560000	-2.700575E-10
52.566000	-2.325652E-10
52.572000	-2.862428E-10
52.578000	-2.481358E-10
52.584000	-2.911598E-10
52.590000	-3.606129E-10
52.596000	-2.909549E-10
52.602000	-2.270335E-10
52.608000	-2.893160E-10
52.614000	-3.460666E-10
52.620000	-2.870622E-10
52.626000	-2.501845E-10
52.632000	-2.686234E-10
52.638000	-2.747697E-10
52.644000	-2.628868E-10
52.650000	-2.454724E-10
52.656000	-2.981255E-10
52.662000	-2.596088E-10
52.668000	-2.784575E-10
52.674000	-3.257839E-10
52.680000	-2.569455E-10
52.686000	-3.112376E-10
52.692000	-2.479310E-10
52.698000	-2.430139E-10
52.704000	-2.706722E-10
52.710000	-2.745648E-10
52.716000	-3.106230E-10
52.722000	-1.399610E-10
52.728000	-3.001744E-10
52.734000	-3.386912E-10
52.740000	-2.958720E-10
52.746000	-2.489552E-10
52.752000	-2.114628E-10
52.758000	-2.643211E-10
52.764000	-2.917744E-10
52.770000	-2.755892E-10
52.776000	-2.741551E-10
52.782000	-2.563309E-10
52.788000	-2.895208E-10
52.794000	-2.803013E-10
52.800000	-2.772283E-10
52.806000	-2.149458E-10
52.812000	-2.665746E-10
52.818000	-2.923891E-10
52.824000	-3.643007E-10
52.830000	-3.005841E-10
52.836000	-2.280579E-10
52.842000	-2.749747E-10
52.848000	-2.788672E-10
52.854000	-3.567202E-10
52.860000	-2.606333E-10
52.866000	-2.542820E-10
52.872000	-2.221164E-10
52.878000	-2.721064E-10
52.884000	-2.712867E-10
52.890000	-2.796868E-10
52.896000	-2.501845E-10
52.902000	-2.807111E-10
52.908000	-3.057059E-10
52.914000	-2.921842E-10
52.920000	-2.903403E-10
52.926000	-2.700576E-10
52.932000	-2.823500E-10
52.938000	-3.001744E-10
52.944000	-2.505943E-10
52.950000	-2.716966E-10
52.956000	-2.911598E-10
52.962000	-2.852183E-10
52.968000	-2.716965E-10
52.974000	-2.700575E-10
52.980000	-2.815305E-10
52.986000	-2.829648E-10
52.992000	-2.196579E-10
52.998000	-2.626820E-10
53.004000	-2.561259E-10
53.010000	-2.868574E-10
53.016000	-3.098035E-10
53.022000	-2.446528E-10
53.028000	-2.745648E-10
53.034000	-2.737454E-10
53.040000	-2.729258E-10
53.046000	-2.157653E-10
53.052000	-3.046816E-10
53.058000	-3.438130E-10
53.064000	-2.819404E-10
53.070000	-2.944379E-10
53.076000	-3.014037E-10
53.082000	-2.921842E-10
53.088000	-1.616779E-10
53.094000	-3.239400E-10
53.100000	-3.184084E-10
53.106000	-2.085946E-10
53.112000	-3.048865E-10
53.118000	-4.226903E-10
53.124000	-2.995596E-10
53.130000	-2.841940E-10
53.136000	-2.680088E-10
53.142000	-2.938233E-10
53.148000	-2.411699E-10
53.154000	-2.565357E-10
53.160000	-2.575602E-10
53.166000	-2.303115E-10
53.172000	-2.532576E-10
53.178000	-2.635014E-10
53.184000	-2.782525E-10
53.190000	-2.368676E-10
53.196000	-2.661649E-10
53.202000	-2.675990E-10
53.208000	-2.491601E-10
53.214000	-2.932085E-10
53.220000	-3.837639E-10
53.226000	-2.995597E-10
53.232000	-3.089840E-10
53.238000	-2.895208E-10
53.244000	-3.321350E-10
53.250000	-2.551015E-10
53.256000	-2.630917E-10
53.262000	-3.069354E-10
53.268000	-2.762038E-10
53.274000	-2.737453E-10
53.280000	-2.702624E-10
53.286000	-2.641160E-10
53.292000	-2.325652E-10
53.298000	-2.581747E-10
53.304000	-2.665745E-10
53.310000	-3.198425E-10
53.316000	-3.921639E-10
53.322000	-3.001745E-10
53.328000	-2.952574E-10
53.334000	-3.085742E-10
53.340000	-3.501642E-10
53.346000	-2.344090E-10
53.352000	-2.645258E-10
53.358000	-3.384862E-10
53.364000	-2.462919E-10
53.370000	-3.005841E-10
53.376000	-2.196579E-10
53.382000	-2.147409E-10
53.388000	-2.841940E-10
53.394000	-3.098036E-10
53.400000	-3.272180E-10
53.406000	-2.546917E-10
53.412000	-3.024280E-10
53.418000	-2.995599E-10
53.424000	-2.526430E-10
53.430000	-2.608381E-10
53.436000	-2.952573E-10
53.442000	-2.872671E-10
53.448000	-2.706722E-10
53.454000	-2.698526E-10
53.460000	-2.044970E-10
53.466000	-2.841940E-10
53.472000	-3.149254E-10
53.478000	-3.460666E-10
53.484000	-2.296968E-10
53.490000	-4.456365E-10
53.496000	-3.577445E-10
53.502000	-2.622722E-10
53.508000	-3.067303E-10
53.514000	-2.950524E-10
53.520000	-3.192278E-10
53.526000	-2.249848E-10
53.532000	-2.372773E-10
53.538000	-2.442431E-10
53.544000	-2.645259E-10
53.550000	-3.165644E-10
53.556000	-2.479310E-10
53.562000	-3.134914E-10
53.568000	-3.345936E-10
53.574000	-1.407805E-10
53.580000	-3.052962E-10
53.586000	-2.352286E-10
53.592000	-2.776380E-10
53.598000	-2.952573E-10
53.604000	-2.415796E-10
53.610000	-2.100288E-10
53.616000	-2.358432E-10
53.622000	-2.485455E-10
53.628000	-2.403505E-10
53.634000	-2.360481E-10
53.640000	-2.669844E-10
53.646000	-2.739501E-10
53.652000	-2.553065E-10
53.658000	-3.354131E-10
53.664000	-3.046816E-10
53.670000	-2.323602E-10
53.676000	-3.081645E-10
53.682000	-2.518235E-10
53.688000	-2.415797E-10
53.694000	-3.829445E-10
53.700000	-3.007890E-10
53.706000	-2.299017E-10
53.712000	-3.483203E-10
53.718000	-2.743600E-10
53.724000	-2.589942E-10
53.730000	-2.641161E-10
53.736000	-2.323603E-10
53.742000	-2.733355E-10
53.748000	-2.477261E-10
53.754000	-2.313359E-10
53.760000	-2.309262E-10
53.766000	-3.011987E-10
53.772000	-2.348188E-10
53.778000	-2.581747E-10
53.784000	-2.997646E-10
53.790000	-2.536674E-10
53.796000	-2.657551E-10
53.802000	-2.675990E-10
53.808000	-2.696478E-10
53.814000	-2.913647E-10
53.820000	-1.479512E-10
53.826000	-1.397561E-10
53.832000	-3.175889E-10
53.838000	-2.182238E-10
53.844000	-2.577650E-10
53.850000	-2.856281E-10
53.856000	-2.936183E-10
53.862000	-2.489553E-10
53.868000	-2.344090E-10
53.874000	-2.817354E-10
53.880000	-2.264188E-10
53.886000	-2.751793E-10
53.892000	-3.134913E-10
53.898000	-2.383017E-10
53.904000	-2.493650E-10
53.910000	-2.311310E-10
53.916000	-2.460870E-10
53.922000	-2.469066E-10
53.928000	-2.809160E-10
53.934000	-2.434237E-10
53.940000	-2.389164E-10
53.946000	-2.579699E-10
53.952000	-2.520284E-10
53.958000	-2.678039E-10
53.964000	-2.790721E-10
53.970000	-3.069353E-10
53.976000	-2.417846E-10
