Voltage[V]	Current[mA]
48.906000	0.005207
48.912000	0.005208
48.918000	0.005212
48.924000	0.005211
48.930000	0.005217
48.936000	0.005221
48.942000	0.005223
48.948000	0.005227
48.954000	0.005227
48.960000	0.005232
48.966000	0.005238
48.972000	0.005237
48.978000	0.005243
48.984000	0.005242
48.990000	0.005246
48.996000	0.005250
49.002000	0.005250
49.008000	0.005256
49.014000	0.005258
49.020000	0.005263
49.026000	0.005267
49.032000	0.005267
49.038000	0.005270
49.044000	0.005270
49.050000	0.005274
49.056000	0.005279
49.062000	0.005280
49.068000	0.005284
49.074000	0.005285
49.080000	0.005289
49.086000	0.005294
49.092000	0.005295
49.098000	0.005298
49.104000	0.005300
49.110000	0.005303
49.116000	0.005309
49.122000	0.005308
49.128000	0.005313
49.134000	0.005313
49.140000	0.005320
49.146000	0.005323
49.152000	0.005324
49.158000	0.005327
49.164000	0.005330
49.170000	0.005333
49.176000	0.005339
49.182000	0.005339
49.188000	0.005344
49.194000	0.005345
49.200000	0.005349
49.206000	0.005353
49.212000	0.005354
49.218000	0.005359
49.224000	0.005359
49.230000	0.005364
49.236000	0.005370
49.242000	0.005370
49.248000	0.005375
49.254000	0.005376
49.260000	0.005381
49.266000	0.005386
49.272000	0.005385
49.278000	0.005392
49.284000	0.005392
49.290000	0.005397
49.296000	0.005400
49.302000	0.005401
49.308000	0.005405
49.314000	0.005407
49.320000	0.005409
49.326000	0.005414
49.332000	0.005414
49.338000	0.005418
49.344000	0.005419
49.350000	0.005424
49.356000	0.005428
49.362000	0.005429
49.368000	0.005434
49.374000	0.005434
49.380000	0.005438
49.386000	0.005442
49.392000	0.005442
49.398000	0.005447
49.404000	0.005449
49.410000	0.005453
49.416000	0.005457
49.422000	0.005457
49.428000	0.005464
49.434000	0.005464
49.440000	0.005469
49.446000	0.005474
49.452000	0.005473
49.458000	0.005478
49.464000	0.005478
49.470000	0.005482
49.476000	0.005488
49.482000	0.005488
49.488000	0.005493
49.494000	0.005493
49.500000	0.005498
49.506000	0.005500
49.512000	0.005502
49.518000	0.005505
49.524000	0.005507
49.530000	0.005512
49.536000	0.005516
49.542000	0.005516
49.548000	0.005520
49.554000	0.005520
49.560000	0.005526
49.566000	0.005529
49.572000	0.005530
49.578000	0.005535
49.584000	0.005536
49.590000	0.005539
49.596000	0.005544
49.602000	0.005545
49.608000	0.005550
49.614000	0.005550
49.620000	0.005553
49.626000	0.005558
49.632000	0.005557
49.638000	0.005563
49.644000	0.005563
49.650000	0.005568
49.656000	0.005573
49.662000	0.005574
49.668000	0.005579
49.674000	0.005578
49.680000	0.005585
49.686000	0.005589
49.692000	0.005588
49.698000	0.005593
49.704000	0.005595
49.710000	0.005599
49.716000	0.005602
49.722000	0.005602
49.728000	0.005607
49.734000	0.005608
49.740000	0.005611
49.746000	0.005617
49.752000	0.005618
49.758000	0.005623
49.764000	0.005623
49.770000	0.005626
49.776000	0.005630
49.782000	0.005630
49.788000	0.005636
49.794000	0.005636
49.800000	0.005640
49.806000	0.005645
49.812000	0.005647
49.818000	0.005651
49.824000	0.005651
49.830000	0.005656
49.836000	0.005661
49.842000	0.005661
49.848000	0.005666
49.854000	0.005666
49.860000	0.005671
49.866000	0.005675
49.872000	0.005676
49.878000	0.005679
49.884000	0.005681
49.890000	0.005684
49.896000	0.005691
49.902000	0.005692
49.908000	0.005696
49.914000	0.005697
49.920000	0.005701
49.926000	0.005707
49.932000	0.005706
49.938000	0.005711
49.944000	0.005712
49.950000	0.005716
49.956000	0.005719
49.962000	0.005719
49.968000	0.005724
49.974000	0.005726
49.980000	0.005731
49.986000	0.005737
49.992000	0.005737
49.998000	0.005742
50.004000	0.005743
50.010000	0.005747
50.016000	0.005753
50.022000	0.005752
50.028000	0.005755
50.034000	0.005754
50.040000	0.005759
50.046000	0.005763
50.052000	0.005765
50.058000	0.005768
50.064000	0.005770
50.070000	0.005774
50.076000	0.005778
50.082000	0.005779
50.088000	0.005786
50.094000	0.005785
50.100000	0.005789
50.106000	0.005794
50.112000	0.005795
50.118000	0.005798
50.124000	0.005799
50.130000	0.005804
50.136000	0.005808
50.142000	0.005810
50.148000	0.005816
50.154000	0.005814
50.160000	0.005819
50.166000	0.005825
50.172000	0.005824
50.178000	0.005829
50.184000	0.005829
50.190000	0.005834
50.196000	0.005839
50.202000	0.005841
50.208000	0.005846
50.214000	0.005847
50.220000	0.005851
50.226000	0.005855
50.232000	0.005857
50.238000	0.005862
50.244000	0.005862
50.250000	0.005866
50.256000	0.005870
50.262000	0.005870
50.268000	0.005878
50.274000	0.005877
50.280000	0.005882
50.286000	0.005888
50.292000	0.005890
50.298000	0.005893
50.304000	0.005894
50.310000	0.005897
50.316000	0.005902
50.322000	0.005900
50.328000	0.005905
50.334000	0.005908
50.340000	0.005913
50.346000	0.005917
50.352000	0.005917
50.358000	0.005922
50.364000	0.005924
50.370000	0.005929
50.376000	0.005932
50.382000	0.005933
50.388000	0.005937
50.394000	0.005937
50.400000	0.005943
50.406000	0.005947
50.412000	0.005950
50.418000	0.005952
50.424000	0.005954
50.430000	0.005958
50.436000	0.005965
50.442000	0.005962
50.448000	0.005969
50.454000	0.005970
50.460000	0.005975
50.466000	0.005979
50.472000	0.005981
50.478000	0.005984
50.484000	0.005986
50.490000	0.005989
50.496000	0.005997
50.502000	0.005996
50.508000	0.006004
50.514000	0.006003
50.520000	0.006008
50.526000	0.006013
50.532000	0.006013
50.538000	0.006016
50.544000	0.006018
50.550000	0.006022
50.556000	0.006029
50.562000	0.006029
50.568000	0.006034
50.574000	0.006036
50.580000	0.006038
50.586000	0.006046
50.592000	0.006044
50.598000	0.006049
50.604000	0.006051
50.610000	0.006054
50.616000	0.006058
50.622000	0.006057
50.628000	0.006064
50.634000	0.006065
50.640000	0.006072
50.646000	0.006078
50.652000	0.006078
50.658000	0.006081
50.664000	0.006083
50.670000	0.006087
50.676000	0.006091
50.682000	0.006094
50.688000	0.006097
50.694000	0.006100
50.700000	0.006105
50.706000	0.006108
50.712000	0.006108
50.718000	0.006115
50.724000	0.006115
50.730000	0.006117
50.736000	0.006124
50.742000	0.006127
50.748000	0.006131
50.754000	0.006135
50.760000	0.006140
50.766000	0.006141
50.772000	0.006144
50.778000	0.006148
50.784000	0.006148
50.790000	0.006153
50.796000	0.006156
50.802000	0.006159
50.808000	0.006165
50.814000	0.006165
50.820000	0.006170
50.826000	0.006177
50.832000	0.006177
50.838000	0.006182
50.844000	0.006183
50.850000	0.006188
50.856000	0.006195
50.862000	0.006195
50.868000	0.006197
50.874000	0.006201
50.880000	0.006207
50.886000	0.006212
50.892000	0.006213
50.898000	0.006219
50.904000	0.006218
50.910000	0.006223
50.916000	0.006228
50.922000	0.006231
50.928000	0.006235
50.934000	0.006237
50.940000	0.006240
50.946000	0.006246
50.952000	0.006246
50.958000	0.006251
50.964000	0.006252
50.970000	0.006256
50.976000	0.006264
50.982000	0.006263
50.988000	0.006267
50.994000	0.006269
51.000000	0.006273
51.006000	0.006278
51.012000	0.006280
51.018000	0.006286
51.024000	0.006284
51.030000	0.006291
51.036000	0.006293
51.042000	0.006296
51.048000	0.006300
51.054000	0.006305
51.060000	0.006308
51.066000	0.006314
51.072000	0.006314
51.078000	0.006319
51.084000	0.006319
51.090000	0.006326
51.096000	0.006330
51.102000	0.006330
51.108000	0.006335
51.114000	0.006338
51.120000	0.006345
51.126000	0.006352
51.132000	0.006351
51.138000	0.006358
51.144000	0.006359
51.150000	0.006363
51.156000	0.006369
51.162000	0.006370
51.168000	0.006374
51.174000	0.006376
51.180000	0.006379
51.186000	0.006387
51.192000	0.006388
51.198000	0.006396
51.204000	0.006399
51.210000	0.006403
51.216000	0.006412
51.222000	0.006410
51.228000	0.006415
51.234000	0.006415
51.240000	0.006420
51.246000	0.006431
51.252000	0.006427
51.258000	0.006434
51.264000	0.006432
51.270000	0.006437
51.276000	0.006442
51.282000	0.006445
51.288000	0.006447
51.294000	0.006447
51.300000	0.006456
51.306000	0.006459
51.312000	0.006465
51.318000	0.006474
51.324000	0.006472
51.330000	0.006478
51.336000	0.006483
51.342000	0.006480
51.348000	0.006489
51.354000	0.006490
51.360000	0.006498
51.366000	0.006500
51.372000	0.006502
51.378000	0.006508
51.384000	0.006511
51.390000	0.006520
51.396000	0.006526
51.402000	0.006528
51.408000	0.006534
51.414000	0.006529
51.420000	0.006538
51.426000	0.006547
51.432000	0.006546
51.438000	0.006553
51.444000	0.006552
51.450000	0.006560
51.456000	0.006565
51.462000	0.006564
51.468000	0.006572
51.474000	0.006574
51.480000	0.006580
51.486000	0.006587
51.492000	0.006587
51.498000	0.006596
51.504000	0.006597
51.510000	0.006603
51.516000	0.006609
51.522000	0.006615
51.528000	0.006617
51.534000	0.006616
51.540000	0.006628
51.546000	0.006634
51.552000	0.006629
51.558000	0.006640
51.564000	0.006643
51.570000	0.006652
51.576000	0.006661
51.582000	0.006664
51.588000	0.006670
51.594000	0.006670
51.600000	0.006679
51.606000	0.006686
51.612000	0.006686
51.618000	0.006690
51.624000	0.006693
51.630000	0.006698
51.636000	0.006706
51.642000	0.006701
51.648000	0.006713
51.654000	0.006718
51.660000	0.006729
51.666000	0.006738
51.672000	0.006734
51.678000	0.006746
51.684000	0.006750
51.690000	0.006754
51.696000	0.006765
51.702000	0.006770
51.708000	0.006781
51.714000	0.006779
51.720000	0.006792
51.726000	0.006804
51.732000	0.006802
51.738000	0.006822
51.744000	0.006814
51.750000	0.006828
51.756000	0.006842
51.762000	0.006849
51.768000	0.006863
51.774000	0.006862
51.780000	0.006876
51.786000	0.006891
51.792000	0.006893
51.798000	0.006909
51.804000	0.006913
51.810000	0.006927
51.816000	0.006951
51.822000	0.006949
51.828000	0.006969
51.834000	0.006973
51.840000	0.006993
51.846000	0.007014
51.852000	0.007015
51.858000	0.007037
51.864000	0.007038
51.870000	0.007054
51.876000	0.007081
51.882000	0.007081
51.888000	0.007109
51.894000	0.007107
51.900000	0.007133
51.906000	0.007163
51.912000	0.007162
51.918000	0.007186
51.924000	0.007187
51.930000	0.007213
51.936000	0.007246
51.942000	0.007245
51.948000	0.007275
51.954000	0.007274
51.960000	0.007305
51.966000	0.007329
51.972000	0.007328
51.978000	0.007364
51.984000	0.007368
51.990000	0.007398
51.996000	0.007428
52.002000	0.007430
52.008000	0.007458
52.014000	0.007463
52.020000	0.007496
52.026000	0.007535
52.032000	0.007531
52.038000	0.007566
52.044000	0.007562
52.050000	0.007599
52.056000	0.007630
52.062000	0.007628
52.068000	0.007668
52.074000	0.007670
52.080000	0.007698
52.086000	0.007734
52.092000	0.007732
52.098000	0.007771
52.104000	0.007778
52.110000	0.007811
52.116000	0.007845
52.122000	0.007852
52.128000	0.007894
52.134000	0.007895
52.140000	0.007926
52.146000	0.007975
52.152000	0.007965
52.158000	0.008008
52.164000	0.008010
52.170000	0.008045
52.176000	0.008087
52.182000	0.008084
52.188000	0.008119
52.194000	0.008121
52.200000	0.008168
52.206000	0.008205
52.212000	0.008207
52.218000	0.008253
52.224000	0.008262
52.230000	0.008308
52.236000	0.008347
52.242000	0.008345
52.248000	0.008385
52.254000	0.008392
52.260000	0.008437
52.266000	0.008482
52.272000	0.008489
52.278000	0.008541
52.284000	0.008521
52.290000	0.008579
52.296000	0.008628
52.302000	0.008632
52.308000	0.008671
52.314000	0.008673
52.320000	0.008709
52.326000	0.008766
52.332000	0.008763
52.338000	0.008816
52.344000	0.008811
52.350000	0.008866
52.356000	0.008916
52.362000	0.008920
52.368000	0.008975
52.374000	0.008983
52.380000	0.009040
52.386000	0.009084
52.392000	0.009084
52.398000	0.009127
52.404000	0.009139
52.410000	0.009205
52.416000	0.009242
52.422000	0.009223
52.428000	0.009293
52.434000	0.009303
52.440000	0.009344
52.446000	0.009398
52.452000	0.009409
52.458000	0.009478
52.464000	0.009479
52.470000	0.009529
52.476000	0.009570
52.482000	0.009578
52.488000	0.009615
52.494000	0.009624
52.500000	0.009673
52.506000	0.009714
52.512000	0.009713
52.518000	0.009808
52.524000	0.009791
52.530000	0.009829
52.536000	0.009891
52.542000	0.009894
52.548000	0.009936
52.554000	0.009950
52.560000	0.010033
52.566000	0.010128
52.572000	0.010139
52.578000	0.010156
52.584000	0.010141
52.590000	0.010209
52.596000	0.010287
52.602000	0.010271
52.608000	0.010322
52.614000	0.010334
52.620000	0.010377
52.626000	0.010455
52.632000	0.010440
52.638000	0.010509
52.644000	0.010497
52.650000	0.010556
52.656000	0.010620
52.662000	0.010599
52.668000	0.010645
52.674000	0.010668
52.680000	0.010720
52.686000	0.010762
52.692000	0.010766
52.698000	0.010801
52.704000	0.010817
52.710000	0.010865
52.716000	0.010941
52.722000	0.010934
52.728000	0.010994
52.734000	0.010975
52.740000	0.011014
52.746000	0.011092
52.752000	0.011066
52.758000	0.011125
52.764000	0.011131
52.770000	0.011212
52.776000	0.011255
52.782000	0.011254
52.788000	0.011308
52.794000	0.011344
52.800000	0.011375
52.806000	0.011419
52.812000	0.011439
52.818000	0.011493
52.824000	0.011496
52.830000	0.011581
52.836000	0.011634
52.842000	0.011638
52.848000	0.011676
52.854000	0.011652
52.860000	0.011745
52.866000	0.011845
52.872000	0.011851
52.878000	0.011872
52.884000	0.011862
52.890000	0.011937
52.896000	0.011993
52.902000	0.012041
52.908000	0.012042
52.914000	0.012021
52.920000	0.012130
52.926000	0.012169
52.932000	0.012201
52.938000	0.012284
52.944000	0.012262
52.950000	0.012314
52.956000	0.012381
52.962000	0.012331
52.968000	0.012383
52.974000	0.012356
52.980000	0.012451
52.986000	0.012525
52.992000	0.012567
52.998000	0.012592
53.004000	0.012569
53.010000	0.012629
53.016000	0.012700
53.022000	0.012680
53.028000	0.012746
53.034000	0.012788
53.040000	0.012822
53.046000	0.012868
53.052000	0.012917
53.058000	0.012961
53.064000	0.012961
53.070000	0.013061
53.076000	0.013073
53.082000	0.013045
53.088000	0.013125
53.094000	0.013136
53.100000	0.013188
53.106000	0.013247
53.112000	0.013262
53.118000	0.013265
53.124000	0.013291
53.130000	0.013334
53.136000	0.013385
53.142000	0.013414
53.148000	0.013454
53.154000	0.013428
53.160000	0.013530
53.166000	0.013612
53.172000	0.013636
53.178000	0.013647
53.184000	0.013649
53.190000	0.013677
53.196000	0.013739
53.202000	0.013773
53.208000	0.013793
53.214000	0.013794
53.220000	0.013864
53.226000	0.013873
53.232000	0.013920
53.238000	0.013942
53.244000	0.013999
53.250000	0.014029
53.256000	0.014102
53.262000	0.014093
53.268000	0.014138
53.274000	0.014145
53.280000	0.014230
53.286000	0.014318
53.292000	0.014261
53.298000	0.014375
53.304000	0.014315
53.310000	0.014439
53.316000	0.014486
53.322000	0.014441
53.328000	0.014580
53.334000	0.014562
53.340000	0.014599
53.346000	0.014674
53.352000	0.014629
53.358000	0.014802
53.364000	0.014841
53.370000	0.014844
53.376000	0.014842
53.382000	0.014835
53.388000	0.014950
53.394000	0.014982
53.400000	0.014950
53.406000	0.015064
53.412000	0.015098
53.418000	0.015085
53.424000	0.015116
53.430000	0.015213
53.436000	0.015289
53.442000	0.015278
53.448000	0.015304
53.454000	0.015293
53.460000	0.015366
53.466000	0.015515
53.472000	0.015554
53.478000	0.015551
53.484000	0.015537
53.490000	0.015644
53.496000	0.015708
53.502000	0.015672
53.508000	0.015772
53.514000	0.015682
53.520000	0.015692
53.526000	0.015814
53.532000	0.015844
53.538000	0.015978
53.544000	0.015884
53.550000	0.015883
53.556000	0.015944
53.562000	0.015934
53.568000	0.016001
53.574000	0.016048
53.580000	0.016103
53.586000	0.016043
53.592000	0.016093
53.598000	0.016228
53.604000	0.016248
53.610000	0.016325
53.616000	0.016324
53.622000	0.016347
53.628000	0.016367
53.634000	0.016337
53.640000	0.016432
53.646000	0.016538
53.652000	0.016504
53.658000	0.016534
53.664000	0.016545
53.670000	0.016567
53.676000	0.016551
53.682000	0.016554
53.688000	0.016620
53.694000	0.016709
53.700000	0.016763
53.706000	0.016832
53.712000	0.016869
53.718000	0.016895
53.724000	0.016859
53.730000	0.016931
53.736000	0.016983
53.742000	0.016997
53.748000	0.017010
53.754000	0.016994
53.760000	0.017013
53.766000	0.017147
53.772000	0.017126
53.778000	0.017199
53.784000	0.017208
53.790000	0.017169
53.796000	0.017245
53.802000	0.017284
53.808000	0.017318
53.814000	0.017264
53.820000	0.017339
53.826000	0.017486
53.832000	0.017419
53.838000	0.017473
53.844000	0.017409
53.850000	0.017534
53.856000	0.017638
53.862000	0.017673
53.868000	0.017644
53.874000	0.017682
53.880000	0.017780
53.886000	0.017813
53.892000	0.017829
53.898000	0.017970
53.904000	0.017929
53.910000	0.018018
53.916000	0.017969
53.922000	0.018025
53.928000	0.018000
53.934000	0.018063
53.940000	0.018158
53.946000	0.018192
53.952000	0.018147
53.958000	0.018289
53.964000	0.018310
53.970000	0.018362
53.976000	0.018473
53.982000	0.018434
53.988000	0.018584
53.994000	0.018585
54.000000	0.018664
54.006000	0.018753
54.012000	0.018714
54.018000	0.018737
54.024000	0.018758
54.030000	0.018744
54.036000	0.018816
54.042000	0.018887
54.048000	0.018823
54.054000	0.018914
54.060000	0.018956
54.066000	0.018994
54.072000	0.019024
54.078000	0.019103
54.084000	0.019116
54.090000	0.019276
54.096000	0.019318
54.102000	0.019235
54.108000	0.019251
54.114000	0.019263
54.120000	0.019276
54.126000	0.019343
54.132000	0.019332
54.138000	0.019338
54.144000	0.019307
54.150000	0.019363
54.156000	0.019521
54.162000	0.019460
54.168000	0.019475
54.174000	0.019605
54.180000	0.019781
54.186000	0.019869
54.192000	0.019770
54.198000	0.019865
54.204000	0.019832
54.210000	0.019733
54.216000	0.019779
54.222000	0.019858
54.228000	0.019863
54.234000	0.019805
54.240000	0.019805
54.246000	0.019966
54.252000	0.019985
54.258000	0.020182
54.264000	0.020110
54.270000	0.020120
54.276000	0.020348
54.282000	0.020350
54.288000	0.020317
54.294000	0.020282
54.300000	0.020358
54.306000	0.020460
54.312000	0.020392
54.318000	0.020529
54.324000	0.020504
54.330000	0.020516
54.336000	0.020615
54.342000	0.020585
54.348000	0.020716
54.354000	0.020654
54.360000	0.020843
54.366000	0.020899
54.372000	0.020824
54.378000	0.020867
54.384000	0.020889
54.390000	0.020967
54.396000	0.020956
54.402000	0.020928
54.408000	0.020982
54.414000	0.741290
